solver,matrix,rows,nnz,threads,run,factor_s,solve_s,residual,bwderr,mem_fact_mb,mem_rss_mb
MUMPS,lhr04.mtx,4101,82682,1,1,0.304983,0.00193286,1.83723e+07,2.0278e-18,7,48.0469
MUMPS,lhr04.mtx,4101,82682,1,2,0.0252407,0.00167768,1.83723e+07,2.0278e-18,7,48.2852
MUMPS,lhr04.mtx,4101,82682,1,3,0.0249602,0.00150745,1.83723e+07,2.0278e-18,7,48.082
MUMPS,lhr04.mtx,4101,82682,1,4,0.025966,0.00176294,1.83723e+07,2.0278e-18,7,48.0938
MUMPS,lhr04.mtx,4101,82682,2,1,0.0231413,0.00109643,1.00427e+07,1.10844e-18,9,49.0664
MUMPS,lhr04.mtx,4101,82682,2,2,0.0250944,0.00128214,1.00427e+07,1.10844e-18,9,48.9297
MUMPS,lhr04.mtx,4101,82682,2,3,0.0599002,0.00148592,1.00427e+07,1.10844e-18,9,48.9844
MUMPS,lhr04.mtx,4101,82682,2,4,0.0228257,0.00135566,1.00427e+07,1.10844e-18,9,48.8398
MUMPS,lhr04.mtx,4101,82682,4,1,0.0356505,0.00126271,1.21772e+07,1.34403e-18,8,53.2617
MUMPS,lhr04.mtx,4101,82682,4,2,0.0385002,0.00167347,1.29133e+07,1.42527e-18,8,53.3359
MUMPS,lhr04.mtx,4101,82682,4,3,0.0331553,0.00146777,8.57849e+06,9.46832e-19,8,53.3281
MUMPS,lhr04.mtx,4101,82682,4,4,0.0410356,0.0016276,8.57849e+06,9.46832e-19,8,53.6367
PARDISO,lhr04.mtx,4101,82682,1,1,0.161343,0.0115995,4.68946e+06,5.17588e-19,9.66309,42.7773
PARDISO,lhr04.mtx,4101,82682,1,2,0.0839708,0.00296413,4.68946e+06,5.17588e-19,9.66309,42.8477
PARDISO,lhr04.mtx,4101,82682,1,3,0.0856056,0.00287624,4.68946e+06,5.17588e-19,9.66309,42.8477
PARDISO,lhr04.mtx,4101,82682,1,4,0.0834351,0.00300568,4.68946e+06,5.17588e-19,9.66309,42.875
PARDISO,lhr04.mtx,4101,82682,2,1,0.0766617,0.00247854,9.6104e+06,1.06073e-18,9.90918,43.2695
PARDISO,lhr04.mtx,4101,82682,2,2,0.0746295,0.00217908,9.6104e+06,1.06073e-18,9.90918,43.2031
PARDISO,lhr04.mtx,4101,82682,2,3,0.0783555,0.00216012,9.6104e+06,1.06073e-18,9.90918,43.1719
PARDISO,lhr04.mtx,4101,82682,2,4,0.0748352,0.00234245,9.6104e+06,1.06073e-18,9.90918,43.1484
PARDISO,lhr04.mtx,4101,82682,4,1,0.0723145,0.00210517,2.09733e+06,2.31489e-19,10.4453,44.0039
PARDISO,lhr04.mtx,4101,82682,4,2,0.0727673,0.00203899,2.09733e+06,2.31489e-19,10.4453,43.543
PARDISO,lhr04.mtx,4101,82682,4,3,0.0731714,0.00195911,4.1944e+06,4.62947e-19,10.4453,43.8086
PARDISO,lhr04.mtx,4101,82682,4,4,0.0757302,0.00200467,4.1944e+06,4.62947e-19,10.4453,43.457
SuperLU_MT,lhr04.mtx,4101,82682,1,1,0.0562069,0.016687,27725.8,3.06018e-21,5.79045,27.6602
SuperLU_MT,lhr04.mtx,4101,82682,1,2,0.0239065,0.00101491,27725.8,3.06018e-21,5.79045,27.7695
SuperLU_MT,lhr04.mtx,4101,82682,1,3,0.0243809,0.00103029,27725.8,3.06018e-21,5.79045,27.7773
SuperLU_MT,lhr04.mtx,4101,82682,1,4,0.0280645,0.0010803,27725.8,3.06018e-21,5.79045,27.7812
SuperLU_MT,lhr04.mtx,4101,82682,2,1,0.0241404,0.00108169,27725.8,3.06017e-21,7.21986,29.5508
SuperLU_MT,lhr04.mtx,4101,82682,2,2,0.0178832,0.00105004,27726.1,3.0602e-21,7.21991,29.5117
SuperLU_MT,lhr04.mtx,4101,82682,2,3,0.01946,0.00107157,27726.1,3.0602e-21,7.21991,29.4375
SuperLU_MT,lhr04.mtx,4101,82682,2,4,0.0200586,0.00107018,27726.1,3.0602e-21,7.21988,29.4648
SuperLU_MT,lhr04.mtx,4101,82682,4,1,0.0502613,0.000888081,27725.9,3.06019e-21,10.0853,32.582
SuperLU_MT,lhr04.mtx,4101,82682,4,2,0.0385485,0.00099248,27725.8,3.06017e-21,10.0904,32.957
SuperLU_MT,lhr04.mtx,4101,82682,4,3,0.0422546,0.000858508,27725.9,3.06018e-21,10.0862,32.7852
SuperLU_MT,lhr04.mtx,4101,82682,4,4,0.0165853,0.00086486,27725.9,3.06019e-21,10.0895,32.8867
