solver,matrix,rows,nnz,threads,run,factor_s,solve_s,residual,bwderr,mem_fact_mb,mem_rss_mb
PARDISO,lhr71.mtx,70304,1528092,1,1,1.53233,0.0635642,4.82761e+21,1.28702e-18,176.037,256.98
PARDISO,lhr71.mtx,70304,1528092,1,2,1.41784,0.0499487,4.82761e+21,1.28702e-18,176.037,256.918
PARDISO,lhr71.mtx,70304,1528092,1,3,1.54792,0.0657554,4.82761e+21,1.28702e-18,176.037,256.852
PARDISO,lhr71.mtx,70304,1528092,1,4,1.51009,0.0509102,4.82761e+21,1.28702e-18,176.037,256.891
PARDISO,lhr71.mtx,70304,1528092,2,1,1.22601,0.0389838,3.36035e+21,8.95852e-19,177.518,259.609
PARDISO,lhr71.mtx,70304,1528092,2,2,1.34644,0.0423269,3.36017e+21,8.95804e-19,177.518,259.492
PARDISO,lhr71.mtx,70304,1528092,2,3,1.37635,0.0385869,2.43863e+21,6.50126e-19,177.518,259.84
PARDISO,lhr71.mtx,70304,1528092,2,4,1.30763,0.0401352,2.43863e+21,6.50126e-19,177.518,259.652
PARDISO,lhr71.mtx,70304,1528092,4,1,1.31014,0.0332705,2.9563e+21,7.88134e-19,181.271,264.082
PARDISO,lhr71.mtx,70304,1528092,4,2,1.28427,0.0366968,1.09733e+21,2.92542e-19,181.271,263.727
PARDISO,lhr71.mtx,70304,1528092,4,3,1.23609,0.038213,2.95628e+21,7.8813e-19,181.271,263.863
PARDISO,lhr71.mtx,70304,1528092,4,4,1.34291,0.0435008,1.44945e+21,3.86416e-19,181.271,263.875
