solver,matrix,rows,nnz,threads,run,factor_s,solve_s,residual,bwderr,mem_fact_mb,mem_rss_mb
MUMPS,ASIC_680k.mtx,682862,3871773,1,1,205.048,0.46933,0.00012922,1.64682e-26,4930,5352.77
MUMPS,ASIC_680k.mtx,682862,3871773,1,2,224.344,0.465058,0.00012922,1.64682e-26,4930,5352.61
MUMPS,ASIC_680k.mtx,682862,3871773,1,3,204.076,0.482183,0.00012922,1.64682e-26,4930,5352.62
MUMPS,ASIC_680k.mtx,682862,3871773,1,4,208.088,5.9292,0.00012922,1.64682e-26,4930,5352.77
MUMPS,ASIC_680k.mtx,682862,3871773,2,1,125.571,0.40944,0.000113204,1.44271e-26,4865,5440.58
MUMPS,ASIC_680k.mtx,682862,3871773,2,2,126.649,0.404734,0.000113204,1.44271e-26,4865,5440.63
MUMPS,ASIC_680k.mtx,682862,3871773,2,3,143.564,0.41289,0.000113204,1.44271e-26,4865,5440.49
MUMPS,ASIC_680k.mtx,682862,3871773,2,4,126.29,0.412049,0.000113204,1.44271e-26,4865,5440.37
MUMPS,ASIC_680k.mtx,682862,3871773,4,1,129.649,0.571824,7.32878e-05,9.34003e-27,4829,5429.45
MUMPS,ASIC_680k.mtx,682862,3871773,4,2,130.229,8.69169,7.32878e-05,9.34003e-27,4829,5429.8
MUMPS,ASIC_680k.mtx,682862,3871773,4,3,129.07,0.5697,7.32878e-05,9.34003e-27,4829,5429.84
MUMPS,ASIC_680k.mtx,682862,3871773,4,4,129.007,0.579373,7.32878e-05,9.34003e-27,4829,5429.65
PARDISO,ASIC_680k.mtx,682862,3871773,1,1,94.0126,0.278205,8.79734e-05,1.12116e-26,1206.31,1363.08
PARDISO,ASIC_680k.mtx,682862,3871773,1,2,94.9998,0.276149,8.79734e-05,1.12116e-26,1206.31,1363.24
PARDISO,ASIC_680k.mtx,682862,3871773,1,3,95.5111,0.281462,8.79734e-05,1.12116e-26,1206.31,1363.1
PARDISO,ASIC_680k.mtx,682862,3871773,1,4,95.7793,0.271549,8.79734e-05,1.12116e-26,1206.31,1363.12
PARDISO,ASIC_680k.mtx,682862,3871773,2,1,74.01,0.257018,9.21058e-05,1.17383e-26,1235.09,1388.09
PARDISO,ASIC_680k.mtx,682862,3871773,2,2,74.0088,0.260239,9.21058e-05,1.17383e-26,1235.09,1388.05
PARDISO,ASIC_680k.mtx,682862,3871773,2,3,74.5201,0.243429,9.21058e-05,1.17383e-26,1235.09,1387.86
PARDISO,ASIC_680k.mtx,682862,3871773,2,4,74.0296,0.255128,9.21058e-05,1.17383e-26,1235.09,1388.44
PARDISO,ASIC_680k.mtx,682862,3871773,4,1,64.4327,0.248356,0.0001,1.27444e-26,1302.36,1407.5
PARDISO,ASIC_680k.mtx,682862,3871773,4,2,64.4998,0.259881,0.0001,1.27444e-26,1302.36,1407.59
PARDISO,ASIC_680k.mtx,682862,3871773,4,3,64.2352,0.253619,0.0001,1.27444e-26,1302.36,1407.28
PARDISO,ASIC_680k.mtx,682862,3871773,4,4,64.4585,0.246933,0.0001,1.27444e-26,1302.36,1407.47
