solver,matrix,rows,nnz,threads,run,factor_s,solve_s,residual,bwderr,mem_fact_mb,mem_rss_mb
SuperLU_MT,lhr71.mtx,70304,1528092,1,1,0.453226,0.0174476,3.014e+12,1.82016e-28,111.989,207.777
SuperLU_MT,lhr71.mtx,70304,1528092,1,2,0.40967,0.0195709,3.014e+12,1.82016e-28,111.989,207.773
SuperLU_MT,lhr71.mtx,70304,1528092,1,3,0.457865,0.0191084,3.014e+12,1.82016e-28,111.989,207.84
SuperLU_MT,lhr71.mtx,70304,1528092,1,4,0.43835,0.0159791,3.014e+12,1.82016e-28,111.989,207.777
SuperLU_MT,lhr71.mtx,70304,1528092,2,1,0.24277,0.01697,3.80216e+12,3.36038e-28,136.592,237.512
SuperLU_MT,lhr71.mtx,70304,1528092,2,2,0.227743,0.0157669,2.81252e+12,2.48573e-28,136.589,237.594
SuperLU_MT,lhr71.mtx,70304,1528092,2,3,0.243024,0.0197925,3.92035e+12,3.46484e-28,136.589,237.715
SuperLU_MT,lhr71.mtx,70304,1528092,2,4,0.267191,0.0184199,2.80051e+12,2.47512e-28,136.578,237.707
SuperLU_MT,lhr71.mtx,70304,1528092,4,1,0.229391,0.0192247,4.25238e+12,3.75674e-28,185.781,297.441
SuperLU_MT,lhr71.mtx,70304,1528092,4,2,0.17384,0.0182968,4.39491e+12,3.88264e-28,185.796,297.465
SuperLU_MT,lhr71.mtx,70304,1528092,4,3,0.195403,0.0187801,4.5557e+12,4.02473e-28,185.807,297.527
SuperLU_MT,lhr71.mtx,70304,1528092,4,4,0.207303,0.0187763,3.28701e+12,2.90388e-28,185.773,297.598
