solver,matrix,rows,nnz,threads,run,factor_s,solve_s,residual,bwderr,mem_fact_mb,mem_rss_mb
MUMPS,lhr71.mtx,70304,1528092,1,1,0.384819,0.0214904,1.55704e+15,4.15099e-25,133,261.668
MUMPS,lhr71.mtx,70304,1528092,1,2,0.330732,0.0230201,1.55704e+15,4.15099e-25,133,261.594
MUMPS,lhr71.mtx,70304,1528092,1,3,0.344866,0.0243219,1.55704e+15,4.15099e-25,133,261.664
MUMPS,lhr71.mtx,70304,1528092,1,4,0.304163,0.0220992,1.55704e+15,4.15099e-25,133,261.68
MUMPS,lhr71.mtx,70304,1528092,2,1,0.334451,0.0204761,6.73985e+14,1.79681e-25,154,272.672
MUMPS,lhr71.mtx,70304,1528092,2,2,0.270405,0.0178931,6.73985e+14,1.79681e-25,154,272.617
MUMPS,lhr71.mtx,70304,1528092,2,3,0.289158,0.0213045,6.73985e+14,1.79681e-25,154,272.906
MUMPS,lhr71.mtx,70304,1528092,2,4,0.299375,0.0182945,6.73985e+14,1.79681e-25,154,272.734
MUMPS,lhr71.mtx,70304,1528092,4,1,0.349928,0.0237149,1.07773e+15,2.87319e-25,157,265.484
MUMPS,lhr71.mtx,70304,1528092,4,2,0.337056,0.0211585,1.07773e+15,2.87319e-25,157,265.57
MUMPS,lhr71.mtx,70304,1528092,4,3,0.296653,0.0252332,1.07773e+15,2.87319e-25,157,265.48
MUMPS,lhr71.mtx,70304,1528092,4,4,0.391247,0.0247922,1.07773e+15,2.87319e-25,157,265.332
